,ID,sentences,datetime
13,"차차@stillaliveor·May 30, 2023","차차 @stillaliveor · @stillaliveor  5월 상금출금 

- 다시 18,000원대 출금
- 처음으로 하나 실패한게 챌린지가 있지만
85% 이상 인증으로 다행히 차감은 되지 않음
- 정신차리고 똑바로 하시길 바랍니ㄷㅏ 1 1 477",2023-05-30T04:53:53.000Z
14,"잡스의 독서노트@4freedev·May 23, 2023","잡스의 독서노트 @4freedev ·  이 너무 쉬워졌어요.
 
 126",2023-05-23T09:56:56.000Z
15,"잡스의 독서노트@4freedev·May 19, 2023",잡스의 독서노트 @4freedev · 주중 5일 새벽 기상 미션   를 완료하는날. 오늘은 너무 피곤해서 새벽시간을 알차게 보내지못했다. 그냥 기사보다가 시간이훅간듯 67,2023-05-18T23:23:22.000Z
16,"잡스의 독서노트@4freedev·May 18, 2023","잡스의 독서노트 @4freedev ·  

오늘아침 내가한일

조깅 25분(하면서     님 영상보기 )
무인 사무실 임대 검토
  등록 기상, 운동
  연습( lsof) ->명령어 실행결과 변수 저장 // 자르기는 어떻게 하는지 알아보기
  글작성 개발로그 95",2023-05-17T23:03:50.000Z
17,"잡스의 독서노트@4freedev·May 12, 2023","잡스의 독서노트 @4freedev · 처음으로 5일 연속 새벽기상에 성공했다.

       121",2023-05-11T22:58:15.000Z
18,"차차@stillaliveor·May 8, 2023","차차 @stillaliveor · @stillaliveor  4월 상금출금 

- 4월은 휴가로 인해 이주 쉬었음 !
- 총 12,000원 출금
- 휴가도 다녀왔으니 다시 성실하게 하는중 1 295",2023-05-08T12:04:30.000Z
19,"잡스의 독서노트@4freedev·May 8, 2023","잡스의 독서노트 @4freedev · 새벽 5시에 일어나 글을 쓰고(35분) 글을 썼지만 글이 마음에 들지않아 포스팅을 하지는 못했다. 물을 500ml 정도 마시고 프로그래밍책을 3페이지 정도봤다. 그렇게 6시20분정도에 아이가 잠에서 깨어나 아침시간이 종료되었다.

     89",2023-05-07T23:34:59.000Z
20,"인천게임문화포털@icngame·May 3, 2023","인천게임문화포털 @icngame · [Weekly Game Portal] 인천   PO 진출! #3

                   1 6 705",2023-05-03T07:32:26.000Z
21,"보남이@bonami_poke·May 2, 2023","보남이 @bonami_poke ·        

보나미 님과 친구 되기 함께 키워요! 갓생몬 친구 맺기 41",2023-05-02T12:40:35.000Z
22,"보남이@bonami_poke·May 2, 2023","보남이 @bonami_poke · 얜 활력넘치는데 난 왜방전이지ㅠㅠ
 43",2023-05-02T12:36:49.000Z
23,"티젠@teazenofficial·May 2, 2023","티젠 @teazenofficial ·  X   모집마감 D-2!

'매일 1잔 티젠 콤부차 마시기' 챌린지 할 사람?
지금 바로 챌린저스 앱에서 신청하세요 
 

티젠 콤부차와 맛있게 수분 충전하고
건강한 습관 만들어요

  모집 기간 : 4/27– 5/4
*챌린지 참가자 전원 티젠 콤부차 챌린지 PKG 증정! Show more 460",2023-05-02T07:22:12.000Z
24,"인천게임문화포털@icngame·Apr 21, 2023","인천게임문화포털 @icngame · [Weekly Game Portal] 인천 온 슬레이어스 #1  
               3 6 1.7K",2023-04-21T10:00:35.000Z
25,"양까까@99_flavor·Apr 18, 2023","양까까 @99_flavor · @99_flavor 1층까지 다시 걸어내려가서 인증사진찍고 올라오다가 7층에서 뻗어서 끝 인증샷찍고 엘베타고 올라오는 기행을 저지름
 2 29",2023-04-18T08:37:34.000Z
26,"crazycatlady@nnnnnnoiw·Apr 11, 2023","crazycatlady @nnnnnnoiw · 챌린저스 갓생몬 키우기로 고양이 캐릭터를 키웠다
오늘도 기분이 고양된다 
       473",2023-04-11T07:03:13.000Z
27,"웃긴생활 스토리@humorlifestory·Apr 10, 2023","웃긴생활 스토리 @humorlifestory · ㅤㅤㅤ
‘2023 WCG 발로란트 챌린저스 코리아’, 스테이지2 본선 11일 개막
ㅤㅤㅤ
        ㅤ ‘2023 WCG 발로란트 챌린저스 코리아’, 스테이지2 본선 11일 개막 15",2023-04-10T04:33:52.000Z
28,"차차@stillaliveor·Apr 3, 2023","차차 @stillaliveor · @stillaliveor  3월 상금출금 

- 이번달도 18,000원 유지
- 오늘도 6천원 출금 예정
- 그건 4월에 입금됐으니 4월 내역에 포함하기로
- 요새 쫌 해이해짐 반성해야댐 1 279",2023-04-03T06:27:01.000Z
29,"보남이@bonami_poke·Mar 19, 2023","보남이 @bonami_poke · 정말. 귀여운 갓생몬♡
함께 하실 분!!
   
 218",2023-03-19T12:55:03.000Z
30,"보남이@bonami_poke·Mar 17, 2023",보남이 @bonami_poke ·         함께 키워요! 갓생몬 친구 맺기 62,2023-03-17T14:28:28.000Z
31,"차차@stillaliveor·Feb 27, 2023","차차 @stillaliveor · @stillaliveor  2월 상금출금 

- 이번달도 18,000원 유지
- 모으던 주식이 평단보다 비싸져서 일단 저장중 1 313",2023-02-27T11:59:30.000Z
32,"누룩 호주워홀준비@richnoorook·Feb 14, 2023","누룩  호주워홀준비 @richnoorook · 폰 너무 봐서 세달동안 스크린타임 5시간 미만 챌린지 한 결과, 챌린지 안하고도 평일 5시간 미만 쓴다.  
챌린지 할 때는 수시로 체크했더니 감각적으로 몇 시간 정도 썼구나 느껴지고, 숏폼 멀리하려고 인스타랑 유튜브 어플 숨기기 했더니 알아서 네시간에 맞춰짐. 주말은 6시간쯤. 1 4 563",2023-02-14T13:39:39.000Z
33,"구독하는 식빵@mauvetheviolet·Feb 8, 2023","구독하는 식빵 @mauvetheviolet ·   
13일부터 6시 일어나기 챌린지를 해보겠음 1 241",2023-02-08T00:22:11.000Z
34,"Hanwha Life Esports@HLEofficial·Feb 6, 2023","Hanwha Life Esports @HLEofficial ·      
한 발 앞서갈 수 있는 기회! 
오늘도 승리를 위해 최선을 다하겠습니다.

A chance for us to take a step ahead of the    Challengers! We'll do our best to win again today. 47 54 15K",2023-02-06T04:37:48.000Z
35,"차차@stillaliveor·Jan 30, 2023",차차 @stillaliveor · @stillaliveor  1월 상금출금 1 456,2023-01-30T08:28:38.000Z
36,"웃긴생활 스토리@humorlifestory·Jan 30, 2023","웃긴생활 스토리 @humorlifestory · ㅤㅤㅤ
2023 LCK 챌린저스 리그 3주차, 광동 vs 젠지 ‘격돌’
ㅤㅤㅤ
        ㅤ 33",2023-01-30T06:26:18.000Z
37,"차차@stillaliveor·Jan 30, 2023",차차 @stillaliveor ·  타래  1 1 3 2K,2023-01-30T04:08:10.000Z
38,"Hanwha Life Esports@HLEofficial·Jan 23, 2023","Hanwha Life Esports @HLEofficial · 한화생명   폭풍 질주 
무서운 기세로   성공!

HLE CL showed great play and won three consecutive games. Thank you for your support! 3 21 47 12K",2023-01-23T13:04:28.000Z
39,"Hanwha Life Esports@HLEofficial·Jan 16, 2023","Hanwha Life Esports @HLEofficial · HLE   스프링 첫 경기 승리! 
루어 선수의 펜타킬과 빛나는 집중력으로 얻어낸 값진 첫 승리, 함께 응원해주신 팬분들께 감사드립니다. 

HLE   won the first game of the spring! The valuable first victory gained by Lure's penta-kill and brilliant concentration! 2 28 68 11K",2023-01-16T10:28:23.000Z
40,"차차@stillaliveor·Jan 13, 2023",차차 @stillaliveor · @stillaliveor  12월 상금출금 1 300,2023-01-13T11:34:32.000Z
41,"웃긴생활 스토리@humorlifestory·Jan 12, 2023","웃긴생활 스토리 @humorlifestory · ㅤㅤㅤ
2023 LCK 챌린저스 리그 16일 개막... 플레이오프 더블 엘리미네이션 도입
ㅤㅤㅤ
        ㅤ 2023 LCK 챌린저스 리그 16일 개막... 플레이오프 더블 엘리미네이션 도입 90",2023-01-12T06:48:29.000Z
42,"웃긴생활 스토리@humorlifestory·Jan 12, 2023","웃긴생활 스토리 @humorlifestory · ㅤㅤㅤ
2023 LCK 챌린저스 리그, 개막 앞서 주요 변경점 공개
ㅤㅤㅤ
        ㅤ 25",2023-01-12T04:47:47.000Z
43,"이혜영@hiver48·Jan 2, 2023","이혜영 @hiver48 · 
           
          @cloop__official 이혜영 (@hiver48) • Instagram photo 1 98",2023-01-02T02:58:17.000Z
,,,
,,,
